url	download_complete
ngs.ics.uci.edu/murdoch-in-internet-media	complete
www.ics.uci.edu/~johutchi	complete
cml.ics.uci.edu/2009/10/2009_speakerseries0910	complete
www.ics.uci.edu/~vpalepu/2013/12/30/AIT-Pune-Talk.html	complete
wics.ics.uci.edu/aspireit	complete
sli.ics.uci.edu/video/cs178/Lecture18.html	complete
ngs.ics.uci.edu/creativeit	complete
www.ics.uci.edu/pub/websoft/libwww-perl	complete
www.ics.uci.edu/grad/policies/index.php	complete
ngs.ics.uci.edu/experiential-environments	complete
www.ics.uci.edu/~arjun	complete
www.ics.uci.edu/~kay/courses/i41/hw/lab2.html	complete
cml.ics.uci.edu/category/aiml	complete
www.ics.uci.edu/~andre	complete
www.ics.uci.edu/CORPS	complete
ngs.ics.uci.edu/author/ramesh/page/119	complete
www.ics.uci.edu/community/news/articles	complete
ngs.ics.uci.edu/head-and-long-tail	complete
www.ics.uci.edu/~jutts/st390	complete
www.ics.uci.edu/~redmiles/ics227-SQ04/projects.html	complete
wics.ics.uci.edu/hello-world	complete
ngs.ics.uci.edu/organic-books	complete
www.ics.uci.edu/~kay/h21/f06.html	complete
mhcid.ics.uci.edu/faq	complete
www.ics.uci.edu/%7Emagda/netlabG.html	complete
sdcl.ics.uci.edu/2011/08/nsf-grant-for-calico	complete
www.ics.uci.edu/~cbdaviso/ics153/fall98/chapter1/chap1.htm	complete
chenli.ics.uci.edu/miscellaneous	complete
ngs.ics.uci.edu/author/ramesh/page/115	complete
www.ics.uci.edu/community/news/press/view_press?id=94	complete
sli.ics.uci.edu/Site/GroupAttributes	complete
www.ics.uci.edu/%7elab/lab_schedule	complete
wics.ics.uci.edu/wics-first-general-meeting/img_1623	complete
www.ics.uci.edu/~redmiles/research.html	complete
ngs.ics.uci.edu/photos-then-and-now-2	complete
ngs.ics.uci.edu/author/ramesh/page/110	complete
ngs.ics.uci.edu/first-meeting-using-e2e	complete
sdcl.ics.uci.edu/2014/03/marian-petre-visit-3	complete
sli.ics.uci.edu/PmWiki/LinkVariables	complete
ngs.ics.uci.edu/author/ramesh/page/111	complete
ngs.ics.uci.edu/events-flickr-and-upcoming	complete
ngs.ics.uci.edu/in-greece	complete
sli.ics.uci.edu/video/cs274a/Lecture22part.html	complete
wics.ics.uci.edu/news/page/12	complete
wics.ics.uci.edu/news/page/11	complete
wics.ics.uci.edu/news/page/10	complete
www.ics.uci.edu/~projects/SATware/index.html	complete
www.ics.uci.edu/~kay/wordlist.txt	complete
sconce.ics.uci.edu/203-W15	complete
sli.ics.uci.edu/PmWiki/SitePreferences	complete
isg.ics.uci.edu/people.html	complete
www.ics.uci.edu/~goodrich/writing.html	complete
fr.ics.uci.edu	complete
wics.ics.uci.edu/mock-interview	complete
ngs.ics.uci.edu/blog/page/76	complete
www.ics.uci.edu/~jianfenj	complete
www.ics.uci.edu/~rcammaro	complete
asterixdb.ics.uci.edu	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch13/RcodeKidney.txt	complete
ngs.ics.uci.edu/begaluru-trip	complete
sdcl.ics.uci.edu/people	complete
ngs.ics.uci.edu/pattern-recognition	complete
www.ics.uci.edu/~mlearn/MLRepository.html	complete
ngs.ics.uci.edu/tag/social-computing	complete
wics.ics.uci.edu/wics-mock-interviews	complete
ngs.ics.uci.edu/hawaii-vacation-photos	complete
cml.ics.uci.edu/2008/09/2008_lhc	complete
ngs.ics.uci.edu/category/technical-thoughts/page/18	complete
sli.ics.uci.edu/Ihler-Private/ScratchPad	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model4.txt	complete
ngs.ics.uci.edu/beijing-trip	complete
www.ics.uci.edu/faculty/area/area_biomed.php	complete
www.ics.uci.edu/~stasio/winter06/Homeworks/hw6.txt	complete
sli.ics.uci.edu/Classes/2015W-178	complete
computableplant.ics.uci.edu/papers	complete
wics.ics.uci.edu/verizon-info-session	complete
www.ics.uci.edu/~kay/courses/i42/wildride/simulator.py	complete
www.ics.uci.edu/~kay/courses/31/hw/lab7.html	complete
wics.ics.uci.edu/event/wics-games?ical=1	complete
ngs.ics.uci.edu/eventweb-is-born	complete
ngs.ics.uci.edu/using-youself-in-emoticons	complete
www.ics.uci.edu/~yamingy	complete
ngs.ics.uci.edu/tag/oral-stories	complete
ngs.ics.uci.edu/blog/page/248	complete
www.ics.uci.edu/pub/websoft/wwwstat	complete
dynamo.ics.uci.edu	complete
www.ics.uci.edu/community/news/press/view_press?id=138	complete
evoke.ics.uci.edu/newsite?page_id=128	complete
ngs.ics.uci.edu/blog/page/24	complete
ngs.ics.uci.edu/blog/page/25	complete
ngs.ics.uci.edu/blog/page/26	complete
ngs.ics.uci.edu/blog/page/27	complete
ngs.ics.uci.edu/blog/page/20	complete
ngs.ics.uci.edu/blog/page/21	complete
ngs.ics.uci.edu/blog/page/22	complete
ngs.ics.uci.edu/blog/page/23	complete
ngs.ics.uci.edu/a-german-wedding	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch4/Ch4Rcode.txt	complete
www.ics.uci.edu/~kay/courses/i41/hw/lab7.html	complete
ngs.ics.uci.edu/blog/page/28	complete
ngs.ics.uci.edu/blog/page/29	complete
wics.ics.uci.edu/1	complete
ngs.ics.uci.edu/eventweb-symposium	complete
wics.ics.uci.edu/girls-who-code	complete
wics.ics.uci.edu/2	complete
www.ics.uci.edu/~guoqingx/ppopp13/workshops.html	complete
www.ics.uci.edu/~redmiles/ics280-WQ02	complete
ngs.ics.uci.edu/human-centered-computing-1	complete
wics.ics.uci.edu/6	complete
sli.ics.uci.edu/extras/cs178/Perceptron_Demo.html	complete
ngs.ics.uci.edu/category/technical-thoughts/page/14	complete
www.ics.uci.edu/~dvk/pub/IEEETC02_dvk.html	complete
ngs.ics.uci.edu/tag/kodak-moment	complete
cradl.ics.uci.edu?page_id=108	complete
www.ics.uci.edu/~fowlkes/software.html	complete
ngs.ics.uci.edu/photo-database	complete
ngs.ics.uci.edu/category/technical-thoughts/page/39	complete
alumni.ics.uci.edu/2009/03/31/prescription-for-success	complete
emj.ics.uci.edu/grand-questions	complete
ngs.ics.uci.edu/category/technical-thoughts/page/34	complete
ngs.ics.uci.edu/category/technical-thoughts/page/37	complete
ngs.ics.uci.edu/category/technical-thoughts/page/36	complete
ngs.ics.uci.edu/category/technical-thoughts/page/31	complete
ngs.ics.uci.edu/category/technical-thoughts/page/30	complete
ngs.ics.uci.edu/tag/mega-stories	complete
ngs.ics.uci.edu/category/technical-thoughts/page/32	complete
www.ics.uci.edu/~jutts/statlinks.html	complete
ngs.ics.uci.edu/author/ramesh/page/80	complete
ngs.ics.uci.edu/author/ramesh/page/83	complete
ngs.ics.uci.edu/author/ramesh/page/82	complete
ngs.ics.uci.edu/author/ramesh/page/85	complete
www.ics.uci.edu/statistics/grad/index.php	complete
www.ics.uci.edu/%7Eschark	complete
ngs.ics.uci.edu/author/ramesh/page/86	complete
ngs.ics.uci.edu/category/experiential-computing/page/47	complete
ngs.ics.uci.edu/author/ramesh/page/88	complete
ngs.ics.uci.edu/category/experiential-computing/page/45	complete
ipubmed.ics.uci.edu	complete
www.ics.uci.edu/~feldman/lec10F00.html	complete
wics.ics.uci.edu/news/page/5	complete
ngs.ics.uci.edu/category/experiential-computing/page/41	complete
ngs.ics.uci.edu/category/experiential-computing/page/40	complete
www.ics.uci.edu/~vpalepu/2013/08/31/Latex-Random-Conjunctions.html	complete
www.ics.uci.edu/%7Emagda/netlabU.html	complete
www.ics.uci.edu/statistics	complete
www.ics.uci.edu/~dvk/pub/SIGMOD03_dvk.html	complete
www.ics.uci.edu/informatics/ugrad	complete
wics.ics.uci.edu/event/facebook-event-with-icssc?ical=1	complete
sli.ics.uci.edu/Classes-2008F/Finance	complete
www.ics.uci.edu/about/videos/index.php	complete
www.ics.uci.edu/Arcadia/Endeavors/endeavors.html	complete
www.ics.uci.edu/%7Edjergus	complete
seraja.ics.uci.edu	complete
sdcl.ics.uci.edu/2017/06/congratulations-to-thomas-kwak	complete
www.ics.uci.edu/~redmiles/inf44-SQ07/schedule.html	complete
wics.ics.uci.edu/category/news/info-session	complete
www.ics.uci.edu/about/about_facts.php	complete
www.ics.uci.edu/%7Ewscacchi/Presentations/SSDVE	complete
flamingo.ics.uci.edu/releases/4.1	complete
www.ics.uci.edu/~xhx	complete
ngs.ics.uci.edu/machine-learning-hammer	complete
ngs.ics.uci.edu/geeks-like-complexity	complete
ngs.ics.uci.edu/back-home	complete
evoke.ics.uci.edu?p=158	complete
sdcl.ics.uci.edu/2011/04/microsoft-seif-award	complete
www.ics.uci.edu/~lmartie/education/conway_number_generation	complete
www.ics.uci.edu/~dvk/pub/SIGMOD04_dvk.html	complete
www.ics.uci.edu/~jutts/is8c	complete
www.ics.uci.edu/~kay/courses/h21/hw/lab5.html	complete
evoke.ics.uci.edu?p=154	complete
wics.ics.uci.edu/first-general-meeting-1416	complete
wics.ics.uci.edu/spring-general-meeting	complete
ngs.ics.uci.edu/blog/page/135	complete
sli.ics.uci.edu/Classes-2008F	complete
fr.ics.uci.edu/haiti	complete
ngs.ics.uci.edu/kingdom-of-context	complete
sli.ics.uci.edu/video/cs178/Lecture17.html	complete
www.ics.uci.edu/~kay/courses/i41/refs.html	complete
ngs.ics.uci.edu/tag/data-revolution	complete
ngs.ics.uci.edu/globe-divide	complete
www.ics.uci.edu/~mvieira	complete
ngs.ics.uci.edu/tag/big-data/page/3	complete
ngs.ics.uci.edu/tag/future-health	complete
www.ics.uci.edu/%7Ejie	complete
www.ics.uci.edu/~hsajnani	complete
sdcl.ics.uci.edu/2011/09/883/cmu_p1040919	complete
sli.ics.uci.edu/SiteAdmin	complete
www.ics.uci.edu/~smyth	complete
www.ics.uci.edu/~lmartie/education/patternMadness	complete
xtune.ics.uci.edu	complete
www.ics.uci.edu/ugrad/financial	complete
sdcl.ics.uci.edu/contact	complete
ngs.ics.uci.edu/indian-weddings	complete
emj.ics.uci.edu?page_id=85	complete
ngs.ics.uci.edu/cruising	complete
emj.ics.uci.edu/phd-theses	complete
computableplant.ics.uci.edu/people.html	complete
ngs.ics.uci.edu/tag/big-data/page/2	complete
www.ics.uci.edu/dept	complete
ngs.ics.uci.edu/sourav-ganguli-issue	complete
www.ics.uci.edu/~kay/courses/h21	complete
sdcl.ics.uci.edu/2014/05/scale-meeting-at-uc-irvine	complete
www.ics.uci.edu/~feldman/131SYLLW20.htm	complete
www.ics.uci.edu/~lmartie/education/friction	complete
wics.ics.uci.edu/studying-with-wics-2	complete
mondego.ics.uci.edu/projects/clonedetection	complete
www.ics.uci.edu/~stasio/fall04/outline268.html	complete
www.ics.uci.edu/~dvk/pub/ICDE03_dvk.html	complete
ngs.ics.uci.edu/personal/favorite-books	complete
www.ics.uci.edu/%7Egts/words.html	complete
ngs.ics.uci.edu/video-as-primary-media	complete
ngs.ics.uci.edu/progress-in-immersive-sports	complete
ngs.ics.uci.edu/perspectives-on-the-nextgenweb	complete
www.ics.uci.edu/~newman	complete
www.ics.uci.edu/~kay/courses/i42/hw/hw9.html	complete
ngs.ics.uci.edu/personal-butler-on-iphone-siri	complete
www.ics.uci.edu/~gopi/Resume.html	complete
wics.ics.uci.edu/category/news/social-event	complete
www.ics.uci.edu/~ljalali	complete
www.ics.uci.edu/~slan	complete
www.ics.uci.edu/pub/endeavors	complete
ngs.ics.uci.edu/verbs-and-nouns-on-the-web	complete
cwicsocal18.ics.uci.edu/program	complete
ngs.ics.uci.edu/nl-3-beyond-the-current-www	complete
www.ics.uci.edu/~irishabh	complete
cml.ics.uci.edu/2016/11/phd-research-fellowships	complete
ngs.ics.uci.edu/tag/index-of-data	complete
ngs.ics.uci.edu/future-web-2	complete
www.ics.uci.edu/~lab/lab_schedule/index.php	complete
sli.ics.uci.edu/Classes-CS178-Notes/KMeans	complete
www.ics.uci.edu/%7Emagda/courses.html	complete
www.ics.uci.edu/~kibler/H23Homeworks.htm	complete
wics.ics.uci.edu/event/martin-luther-king-day-2	complete
ngs.ics.uci.edu/nyt-likes-like	complete
www.ics.uci.edu/%7elboyles	complete
ngs.ics.uci.edu/death-of-databases	complete
ngs.ics.uci.edu/photo-search	complete
cml.ics.uci.edu/sponsors-funding	complete
www.ics.uci.edu/~scott	complete
mondego.ics.uci.edu/icsergen	complete
cml.ics.uci.edu/category/news/page/6	complete
sdcl.ics.uci.edu/2011/04/249	complete
www.ics.uci.edu/~claram/
	complete
www.ics.uci.edu/~lab/lab_schedule	complete
ngs.ics.uci.edu/ideological-search	complete
www.ics.uci.edu/~dvk/pub/ISI07_dvk.html	complete
sli.ics.uci.edu/PmWiki/UploadsAdmin	complete
www.ics.uci.edu/~yamingy/cocktail_README.txt	complete
sli.ics.uci.edu/PmWiki/ReleaseNotes	complete
www.ics.uci.edu/~sbaidya	complete
www.ics.uci.edu/~stasio/fall05b/lab_intro.html	complete
wics.ics.uci.edu/about-community-outreach/hour_of_code	complete
cml.ics.uci.edu/category/news/page/2	complete
www.ics.uci.edu/community/news/press	complete
sli.ics.uci.edu/Ihler-Photos/Bobby	complete
emj.ics.uci.edu/papers/optimization-papers	complete
ngs.ics.uci.edu/category/prospecting-information/page/12	complete
ngs.ics.uci.edu/experiential-computing	complete
ngs.ics.uci.edu/eventweb-17-bliki	complete
ngs.ics.uci.edu/middle-of-the-pyramid-mop-1	complete
ngs.ics.uci.edu/middle-of-the-pyramid-mop-2	complete
www.ics.uci.edu/~stasio/winter06/lab3/inputfile.txt	complete
wics.ics.uci.edu/wics-summer-session-workshop	complete
cml.ics.uci.edu/2008/10/2008_vision	complete
cml.ics.uci.edu/2011/09/2011_scmlworkshop	complete
sli.ics.uci.edu/PmWiki/Links	complete
ngs.ics.uci.edu/yearly-tests	complete
ngs.ics.uci.edu/author/ramesh/page/183	complete
ngs.ics.uci.edu/author/ramesh/page/182	complete
ngs.ics.uci.edu/author/ramesh/page/181	complete
ngs.ics.uci.edu/author/ramesh/page/180	complete
ngs.ics.uci.edu/blog/page/238	complete
ngs.ics.uci.edu/blog/page/239	complete
ngs.ics.uci.edu/author/ramesh/page/185	complete
ngs.ics.uci.edu/author/ramesh/page/184	complete
ngs.ics.uci.edu/blog/page/234	complete
ngs.ics.uci.edu/author/ramesh/page/187	complete
www.ics.uci.edu/%7Ewscacchi/Process_Life_Cycle.html	complete
ngs.ics.uci.edu/blog/page/237	complete
ngs.ics.uci.edu/blog/page/230	complete
ngs.ics.uci.edu/blog/page/231	complete
dblp.ics.uci.edu	complete
ngs.ics.uci.edu/author/ramesh/page/186	complete
ngs.ics.uci.edu/face-recognition-engine	complete
www.ics.uci.edu/~hjafarpo	complete
sli.ics.uci.edu/video/cs178/Lecture11.html	complete
ngs.ics.uci.edu/more-is-not-better	complete
www.ics.uci.edu/community/news/articles/view_article?id=399	complete
www.ics.uci.edu/~dvk/pub/DAPD04_dvk.html	complete
sdcl.ics.uci.edu/directions	complete
www.ics.uci.edu/~schark/krish-thesis.eps.Z	complete
www.ics.uci.edu/~lab/students/unixfiles.php	complete
ngs.ics.uci.edu/blog/page/235	complete
www.ics.uci.edu/~feldman/LEC12.htm	complete
www.ics.uci.edu/community/news/notes	complete
www.ics.uci.edu/computing/account/quota.php	complete
www.ics.uci.edu/community/icsjobs	complete
mcs.ics.uci.edu/current-students/once-admitted/vv	complete
sdcl.ics.uci.edu/2013/04/jane-cleland-huang-visit	complete
ngs.ics.uci.edu/author/ramesh/page/188	complete
www.ics.uci.edu/%7edgillen	complete
ngs.ics.uci.edu/tag/ecperiential-computing	complete
ngs.ics.uci.edu/tag/storytelling	complete
ngs.ics.uci.edu/second-day-at-acm-multimedia	complete
wics.ics.uci.edu/aspire-it-camp-techie-girls	complete
www.ics.uci.edu/~cbdaviso/ics153/fall98/chapter5b/chap5b.htm	complete
ngs.ics.uci.edu/tag/cybernetics	complete
www.ics.uci.edu/~kay/courses/i42/w12.fxrqans.html	complete
cradl.ics.uci.edu/news	complete
www.ics.uci.edu/informatics	complete
ngs.ics.uci.edu/blog/page/232	complete
sli.ics.uci.edu/Classes-CS178-Notes/KNearestNeighbors	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/projects.html	complete
ngs.ics.uci.edu/blog/page/233	complete
www.ics.uci.edu/%7Ewscacchi/Pubs-Process.html	complete
ngs.ics.uci.edu/women-accepting-wife-beating	complete
www.ics.uci.edu/%7Emagda/papers.html	complete
www.ics.uci.edu/%7Egts/stupid.html	complete
www.ics.uci.edu/~nalini	complete
ngs.ics.uci.edu/health-intelligence	complete
cml.ics.uci.edu/2009/04/2009_fellowships	complete
sli.ics.uci.edu/Classes-2008F/Announcements?action=rss	complete
sdcl.ics.uci.edu/study-materials-and-data	complete
www.ics.uci.edu/~lab	complete
ngs.ics.uci.edu/user-generated-stock-photos	complete
ngs.ics.uci.edu/tag/events	complete
cml.ics.uci.edu/2012/09/fall-2012	complete
ngs.ics.uci.edu/pervasive-computing	complete
ngs.ics.uci.edu/tag/objective	complete
awareness.ics.uci.edu:8080/ContinuousCoordination	complete
ngs.ics.uci.edu/computer-vision	complete
ngs.ics.uci.edu/photos-are-about-events	complete
ngs.ics.uci.edu/blog?p=491	complete
ngs.ics.uci.edu/contenxt-search	complete
www.ics.uci.edu/~kay/courses/i41/hw/hw1.html	complete
ngs.ics.uci.edu/3-d-mash-ups	complete
www.ics.uci.edu/~goodrich/colleagues.html	complete
www.ics.uci.edu/~dvk/pub/WS16_dvk.html	complete
ngs.ics.uci.edu/smell-comes-to-operas	complete
frost.ics.uci.edu	complete
www.ics.uci.edu/~jesmaeln	complete
wics.ics.uci.edu/ics-banquet	complete
sli.ics.uci.edu/Classes-CS18-Notes/Matlab-Classes	complete
www.ics.uci.edu/~alexv/IWIA	complete
www.ics.uci.edu/~hombao/hilario.html	complete
ngs.ics.uci.edu/knee-surgery	complete
www.ics.uci.edu/~kibler	complete
www.ics.uci.edu/~flamingo/release/index.html	complete
sli.ics.uci.edu/Competitions	complete
www.ics.uci.edu/~kay/courses/i42/hw/index.html	complete
www.ics.uci.edu/~kay/courses/398b/hw/index.html	complete
sli.ics.uci.edu/Site/AuthUser	complete
sconce.ics.uci.edu	complete
ngs.ics.uci.edu/tag/lifelogs	complete
omni.ics.uci.edu/index.html	complete
sli.ics.uci.edu/video/cs178/Lecture08.html	complete
www.ics.uci.edu/~okuchaie	complete
sdcl.ics.uci.edu/2015/11/we-wish-martin-medina-well	complete
www.ics.uci.edu/~feldman/131PROJV2.htm	complete
ngs.ics.uci.edu/total-recall-an-echronicle	complete
ngs.ics.uci.edu/phone-as-a-guide-in-real-world	complete
www.ics.uci.edu/~amirr1	complete
www.ics.uci.edu/computing/account/new.php	complete
www.ics.uci.edu/~lueker	complete
www.ics.uci.edu/~kay/labtutors/193.w18.html	complete
sli.ics.uci.edu/extras/cs178/Intro_Tutorial.html	complete
www.ics.uci.edu/~bic/messengers/index.html	complete
www.ics.uci.edu/~dillenco/compsci260	complete
www.ics.uci.edu/%7Emagda/cs620/introductionOG.html	complete
www.ics.uci.edu/~kay/checker.html	complete
www.ics.uci.edu/~dvk/index.html	complete
www.ics.uci.edu/~feldman/LEC18.htm	complete
sli.ics.uci.edu/PmWiki/ChangeLog	complete
ngs.ics.uci.edu/tag/google-circles	complete
ngs.ics.uci.edu/folk-events-and-mobiletv	complete
www.ics.uci.edu/~kay/courses/i41/hw	complete
www.ics.uci.edu/~chair/corp.html	complete
mhcid.ics.uci.edu/admissions/online-information-sessions	complete
cml.ics.uci.edu/2014/02/2014_asterixdb	complete
www.ics.uci.edu/~stasio/winter06/crf.html	complete
wics.ics.uci.edu/author/bearpigx	complete
sli.ics.uci.edu/Code/RecentChanges	complete
www.ics.uci.edu/~kay/courses/h21/hw/lab3.html	complete
ngs.ics.uci.edu/tom-brady-a-fighter	complete
www.ics.uci.edu/%7Eirani/f04-h22/lab6/Rider.java	complete
www.ics.uci.edu/~schark/simulator/javadoc/tree.html	complete
ngs.ics.uci.edu/tag/challenge-for-machine-learning	complete
ngs.ics.uci.edu/techies-are-coming-back	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model2.txt	complete
ngs.ics.uci.edu/category/general-updates/page/17	complete
ngs.ics.uci.edu/language-for-experiences	complete
www.ics.uci.edu/community/news/press/view_press?id=122	complete
www.ics.uci.edu/~kay/courses/h21/hw/collab.html	complete
ngs.ics.uci.edu/research-in-singapore	complete
www.ics.uci.edu/~respond/net-status	complete
ngs.ics.uci.edu/invented-in-india	complete
ngs.ics.uci.edu/category/general-updates/page/10	complete
ngs.ics.uci.edu/blog/page/37	complete
www.ics.uci.edu/~ses	complete
ngs.ics.uci.edu/blog/page/35	complete
ngs.ics.uci.edu/blog/page/34	complete
ngs.ics.uci.edu/blog/page/33	complete
ngs.ics.uci.edu/blog/page/32	complete
ngs.ics.uci.edu/blog/page/31	complete
ngs.ics.uci.edu/blog/page/150	complete
www.ics.uci.edu/~vpalepu/2014/12/11/Advanced-to-Candidacy.html	complete
ngs.ics.uci.edu/blog/page/153	complete
www.ics.uci.edu/%7Emagda/Courses/ics167/description.html	complete
ngs.ics.uci.edu/blog/page/38	complete
ngs.ics.uci.edu/blog/page/236	complete
sli.ics.uci.edu/Code/Matlab-Factor	complete
ngs.ics.uci.edu/author/ramesh/page/247	complete
ngs.ics.uci.edu/no-text-book-on-search-systems	complete
www.ics.uci.edu/ugrad/policies/Laptop_ComputerUse	complete
ngs.ics.uci.edu/author/ramesh/page/240	complete
ngs.ics.uci.edu/open-cable-platform	complete
sli.ics.uci.edu/SiteAdmin/AuthList	complete
sli.ics.uci.edu/PmWiki/WebFeeds	complete
emj.ics.uci.edu/category/uncategorized	complete
www.ics.uci.edu/~kay/courses/31/hw/lab5.html	complete
ngs.ics.uci.edu/author/ramesh/page/242	complete
www.ics.uci.edu/~lab/students/printing.php	complete
ngs.ics.uci.edu/blog?p=572	complete
ngs.ics.uci.edu/category/general-updates/page/19	complete
ngs.ics.uci.edu/author/ramesh/page/68	complete
ngs.ics.uci.edu/author/ramesh/page/243	complete
cradl.ics.uci.edu?page_id=116	complete
ngs.ics.uci.edu/author/ramesh/page/92	complete
ngs.ics.uci.edu/category/technical-thoughts/page/23	complete
ngs.ics.uci.edu/author/ramesh/page/90	complete
ngs.ics.uci.edu/category/technical-thoughts/page/21	complete
ngs.ics.uci.edu/category/experiential-computing/page/58	complete
ngs.ics.uci.edu/category/experiential-computing/page/59	complete
ngs.ics.uci.edu/author/ramesh/page/94	complete
ngs.ics.uci.edu/author/ramesh/page/95	complete
www.ics.uci.edu/~kay/courses/31/refs.html	complete
ngs.ics.uci.edu/category/experiential-computing/page/55	complete
ngs.ics.uci.edu/category/experiential-computing/page/56	complete
ngs.ics.uci.edu/yahoos-mission-future-media	complete
www.ics.uci.edu/~stasio/winter06/Homeworks/sol5.txt	complete
www.ics.uci.edu/~dvk/pub/EDBT10_dvk.html	complete
ngs.ics.uci.edu/category/experiential-computing/page/52	complete
ngs.ics.uci.edu/mcluhan-is-out	complete
www.ics.uci.edu/~pattis/ICS-90/index.html	complete
computableplant.ics.uci.edu/~guy/downloads/DGPublications.html	complete
ngs.ics.uci.edu/digital-camera-sensitivity	complete
ngs.ics.uci.edu/new-house-filled-with-boxes	complete
cradl.ics.uci.edu/comments/feed	complete
www.ics.uci.edu/~wscacchi/vita.html	complete
www.ics.uci.edu/~kay/courses/i42/wildride/data/1000customers.txt	complete
ngs.ics.uci.edu/category/experiential-computing	complete
sli.ics.uci.edu/Classes-CS178-Notes/GroupAttributes	complete
ngs.ics.uci.edu/bangalore-airport	complete
www.ics.uci.edu/~pfbaldi	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch8/cowabortiondata.txt	complete
ngs.ics.uci.edu/fair-weather-patriotism	complete
ngs.ics.uci.edu/tag/semantic-gap	complete
sli.ics.uci.edu/Ihler-Photos/RecentChanges	complete
www.ics.uci.edu/~wjohnson/BIDA/Ch9/FEVWBModel1.txt	complete
www.ics.uci.edu/~kay/scheme/imagevectors.scm	complete
ngs.ics.uci.edu/smart-traffic	complete
ngs.ics.uci.edu/blog/page/167	complete
sdcl.ics.uci.edu/2014/08/thesis-defense-congratulations	complete
www.ics.uci.edu/~mrrahimi	complete
sli.ics.uci.edu/PmWiki/AuthUser	complete
sli.ics.uci.edu/PmWiki/PageDirectives	complete
ngs.ics.uci.edu/tag/mhealth	complete
sdcl.ics.uci.edu/2013/02/sdcl-icse-papers	complete
sli.ics.uci.edu/Classes-2008/Main	complete
www.ics.uci.edu/%7Elab/policies	complete
ngs.ics.uci.edu/events-are-transparent	complete
www.ics.uci.edu/~lab/labs_specs/software.php	complete
ngs.ics.uci.edu/author/ramesh/page/120	complete
ngs.ics.uci.edu/tag/visual-web	complete
ngs.ics.uci.edu/jim-gray	complete
www.ics.uci.edu/~kay/courses/i41/f11.html	complete
ngs.ics.uci.edu/research-areacomputer-vision	complete
cradl.ics.uci.edu?page_id=420	complete
awareness.ics.uci.edu/~rsilvafi/yancees	complete
sdcl.ics.uci.edu/2014/06/welcome-danilo-and-william	complete
www.ics.uci.edu/%7Emajumder/teach.html	complete
www.ics.uci.edu/~kay/courses/398a/w18.html	complete
sli.ics.uci.edu/Site/Preferences?action=source	complete
www.ics.uci.edu/%7Ekobsa/courses/INF231/17F/syllabus.htm	complete
archive.ics.uci.edu/ml/datasets/Netflix+Prize	complete
sli.ics.uci.edu/Ihler-Photos/Africa	complete
codeexchange.ics.uci.edu	complete
sli.ics.uci.edu/Classes/2011S-271	complete
www.ics.uci.edu/~lmartie/education/conway	complete
ngs.ics.uci.edu/hiperwall-at-uc-irvine-calit2	complete
www.ics.uci.edu/~redmiles/ics205-FQ05/schedule.html	complete
www.ics.uci.edu/~dvk/pub/SDM05_dvk.html	complete
www.ics.uci.edu/~kay/courses/31/hw/lab2.html	complete
mcs.ics.uci.edu/contact-us/staff	complete
sli.ics.uci.edu/Projects	complete
www.ics.uci.edu/%7Esgirish	complete
www.ics.uci.edu/~johnsong	complete
cml.ics.uci.edu/2008/09/2008_newmanimls	complete
ngs.ics.uci.edu/tag/navigation	complete
vision.ics.uci.edu/sccv	complete
sdcl.ics.uci.edu/category/news/page/7	complete
sdcl.ics.uci.edu/category/news/page/6	complete
www.ics.uci.edu/Arcadia/Teamware/demo/browser.html	complete
sdcl.ics.uci.edu/category/news/page/4	complete
sdcl.ics.uci.edu/category/news/page/3	complete
cbcl.ics.uci.edu/doku.php/teaching/cs285s14/start	complete
ngs.ics.uci.edu/personal-media-management-pmm	complete
www.ics.uci.edu/grad/policies	complete
sdcl.ics.uci.edu/category/news/page/9	complete
sdcl.ics.uci.edu/category/news/page/8	complete
ngs.ics.uci.edu/pet-resorts	complete
ngs.ics.uci.edu/web-science	complete
isg.ics.uci.edu/index.html	complete
www.ics.uci.edu/~kay/courses/398a/f17.html	complete
www.ics.uci.edu/~stasio/winter06/Homeworks/hw5.txt	complete
www.ics.uci.edu/employment/employ_lecturer.php	complete
ngs.ics.uci.edu/blog/page/10	complete
www.ics.uci.edu/~thornton/ics22/LabManual/Simple	complete
www.ics.uci.edu/~feldman/ICS131.htm	complete
cbcl.ics.uci.edu//sgd	complete
asterix.ics.uci.edu/fuzzyjoin-mapreduce	complete
www.informatics.ics.uci.edu	complete
wics.ics.uci.edu/event/wics-networking-event	complete
www.ics.uci.edu/~lopes	complete
www.ics.uci.edu/~fielding	complete
ngs.ics.uci.edu/blog/page/200	complete
sli.ics.uci.edu/Classes-2008F/Flocking	complete
www.ics.uci.edu/ugrad/sao	complete
ngs.ics.uci.edu/searching-maps	complete
www.ics.uci.edu/~dvk/pub/EncGIS08_dvk.html	complete
www.ics.uci.edu/~ngallo1	complete
sdcl.ics.uci.edu/2012/09/welcome-michele	complete
ngs.ics.uci.edu/geotagging-2	complete
